station,date,prcp,tobs,
USC00519281,5/2/15,0,73,
USC00516128,5/2/15,0,71,
USC00519397,5/3/15,0,76,
USC00514830,5/3/15,,78,
USC00519523,5/3/15,0,74,
USC00519281,5/3/15,0,76,
USC00516128,5/3/15,0,70,
USC00519397,5/4/15,0,76,
USC00513117,5/4/15,,77,
USC00514830,5/4/15,0,76,
USC00519523,5/4/15,0,75,
USC00519281,5/4/15,0.01,72,
USC00511918,5/4/15,,73,
USC00516128,5/4/15,0.21,77,
USC00519397,5/5/15,0.05,77,
USC00513117,5/5/15,0.02,75,
USC00514830,5/5/15,0,75,
USC00519523,5/5/15,0,75,
USC00519281,5/5/15,0,72,
USC00511918,5/5/15,0,72,
USC00516128,5/5/15,1.27,68,
USC00519397,5/6/15,0.03,75,
USC00513117,5/6/15,0,74,
USC00514830,5/6/15,0,76,
USC00519523,5/6/15,0,75,
USC00519281,5/6/15,0,72,
USC00511918,5/6/15,0,74,
USC00516128,5/6/15,0.02,70,
USC00519397,5/7/15,0.01,77,
USC00513117,5/7/15,0,75,
USC00514830,5/7/15,0,78,
USC00519523,5/7/15,0,77,
USC00519281,5/7/15,0.09,72,
USC00511918,5/7/15,0,69,
USC00516128,5/7/15,0.04,69,
USC00519397,5/8/15,0.18,73,
USC00513117,5/8/15,0.04,76,
USC00514830,5/8/15,0.04,75,
USC00519523,5/8/15,0.13,72,
USC00519281,5/8/15,0.15,70,
USC00511918,5/8/15,0.09,75,
USC00516128,5/8/15,1.88,67,
USC00519397,5/9/15,0.05,76,
USC00513117,5/9/15,0.13,74,
USC00514830,5/9/15,0.03,78,
USC00519523,5/9/15,0,75,
USC00519281,5/9/15,0.4,73,
USC00516128,5/9/15,0.67,69,
USC00519397,5/10/15,0,76,
USC00513117,5/10/15,0.05,73,
USC00514830,5/10/15,0.06,76,
USC00519523,5/10/15,0,78,
USC00519281,5/10/15,0.29,69,
USC00516128,5/10/15,0.92,68,
USC00519397,5/11/15,0,76,
USC00513117,5/11/15,0.02,74,
USC00514830,5/11/15,0.02,79,
USC00519523,5/11/15,0,74,
USC00519281,5/11/15,0.03,72,
USC00511918,5/11/15,,74,
USC00516128,5/11/15,0.27,71,
USC00519397,5/12/15,0.01,74,
USC00513117,5/12/15,0,73,
USC00514830,5/12/15,0,76,
USC00519523,5/12/15,0,74,
USC00519281,5/12/15,0,72,
USC00511918,5/12/15,0,72,
USC00516128,5/12/15,0.08,70,
USC00519397,5/13/15,0,76,
USC00513117,5/13/15,0,72,
USC00514830,5/13/15,0,77,
USC00519523,5/13/15,0,77,
USC00519281,5/13/15,0,71,
USC00511918,5/13/15,0,72,
USC00516128,5/13/15,0.02,70,
USC00519397,5/14/15,0,76,
USC00513117,5/14/15,0.1,73,
USC00514830,5/14/15,0.09,76,
USC00518838,5/14/15,,72,
USC00519523,5/14/15,0,74,
USC00519281,5/14/15,0.09,71,
USC00511918,5/14/15,0,79,
USC00516128,5/14/15,0.84,72,
USC00519397,5/15/15,0.13,74,
USC00513117,5/15/15,0.02,72,
USC00514830,5/15/15,0.1,75,
USC00519523,5/15/15,0,74,
USC00519281,5/15/15,0.02,66,
USC00511918,5/15/15,0,78,
USC00516128,5/15/15,0.58,72,
USC00519397,5/16/15,0,76,
USC00513117,5/16/15,0.02,76,
USC00514830,5/16/15,0.16,79,
USC00519523,5/16/15,0,76,
USC00519281,5/16/15,0.06,78,
USC00516128,5/16/15,0.12,72,
USC00519397,5/17/15,0,77,
USC00513117,5/17/15,0.01,73,
USC00514830,5/17/15,0.06,74,
USC00519523,5/17/15,0,78,
USC00519281,5/17/15,0.06,74,
USC00516128,5/17/15,0,70,
USC00519397,5/18/15,0,77,
USC00513117,5/18/15,0.27,73,
USC00514830,5/18/15,0,77,
USC00518838,5/18/15,,68,
USC00519523,5/18/15,0,78,
USC00519281,5/18/15,0.17,70,
USC00511918,5/18/15,,82,
USC00516128,5/18/15,0.22,70,
USC00519397,5/19/15,0,76,
USC00513117,5/19/15,0.02,73,
USC00514830,5/19/15,0,77,
USC00518838,5/19/15,0,75,
USC00519523,5/19/15,0,77,
USC00519281,5/19/15,0,72,
USC00511918,5/19/15,0,70,
USC00516128,5/19/15,0,71,
USC00519397,5/20/15,0,76,
USC00513117,5/20/15,0.03,72,
USC00514830,5/20/15,0.08,72,
USC00519523,5/20/15,0,73,
USC00519281,5/20/15,0.06,69,
USC00511918,5/20/15,0,77,
USC00516128,5/20/15,0.41,69,
USC00519397,5/21/15,0,77,
USC00513117,5/21/15,0.06,68,
USC00514830,5/21/15,0,75,
USC00518838,5/21/15,0,72,
USC00519523,5/21/15,0.17,72,
USC00519281,5/21/15,0.4,65,
USC00511918,5/21/15,0,67,
USC00516128,5/21/15,0.3,76,
USC00519397,5/22/15,0,75,
USC00513117,5/22/15,0,68,
USC00514830,5/22/15,0,74,
USC00519523,5/22/15,0,71,
USC00519281,5/22/15,0,64,
USC00511918,5/22/15,0,74,
USC00516128,5/22/15,0,73,
USC00519397,5/23/15,0.07,75,
USC00513117,5/23/15,0.8,68,
USC00514830,5/23/15,1.44,71,
USC00519523,5/23/15,1.32,75,
USC00519281,5/23/15,0.85,75,
USC00516128,5/23/15,0.19,69,
USC00519397,5/24/15,0,73,
USC00513117,5/24/15,0,72,
USC00514830,5/24/15,0,73,
USC00519523,5/24/15,0,72,
USC00519281,5/24/15,0,69,
USC00516128,5/24/15,0,69,
USC00519397,5/25/15,0,74,
USC00513117,5/25/15,0.01,72,
USC00514830,5/25/15,0,72,
USC00519523,5/25/15,0,73,
USC00519281,5/25/15,0,71,
USC00516128,5/25/15,0,68,
USC00519397,5/26/15,0,75,
USC00513117,5/26/15,0.08,67,
USC00514830,5/26/15,0.06,74,
USC00518838,5/26/15,0,70,
USC00519523,5/26/15,0,73,
USC00519281,5/26/15,0.07,65,
USC00511918,5/26/15,,68,
USC00516128,5/26/15,0.04,68,
USC00519397,5/27/15,0,76,
USC00513117,5/27/15,0.07,67,
USC00514830,5/27/15,0.05,72,
USC00519523,5/27/15,0.13,71,
USC00519281,5/27/15,0.36,65,
USC00511918,5/27/15,0,67,
USC00516128,5/27/15,0.03,73,
USC00519397,5/28/15,0,77,
USC00513117,5/28/15,1.29,68,
USC00514830,5/28/15,0.64,77,
USC00518838,5/28/15,0,71,
USC00519523,5/28/15,0.68,73,
USC00519281,5/28/15,0.72,67,
USC00511918,5/28/15,0,70,
USC00516128,5/28/15,0.03,71,
USC00519397,5/29/15,0,78,
USC00513117,5/29/15,0.01,68,
USC00514830,5/29/15,0,75,
USC00519523,5/29/15,0,72,
USC00519281,5/29/15,0.04,64,
USC00511918,5/29/15,0,66,
USC00516128,5/29/15,0,74,
USC00519397,5/30/15,0,78,
USC00513117,5/30/15,0,70,
USC00514830,5/30/15,0.14,78,
USC00519523,5/30/15,0.01,73,
USC00519281,5/30/15,0.01,72,
USC00516128,5/30/15,0.01,72,
USC00519397,5/31/15,0,77,
USC00513117,5/31/15,0.34,74,
USC00519523,5/31/15,0,76,
USC00519281,5/31/15,0.59,72,
USC00516128,5/31/15,1.12,69,
USC00519397,6/1/15,0,78,
USC00514830,6/1/15,0.05,78,
USC00519523,6/1/15,0.13,77,
USC00519281,6/1/15,0.46,76,
USC00511918,6/1/15,0.01,70,
USC00516128,6/1/15,2.47,69,
USC00519397,6/2/15,0,78,
USC00519523,6/2/15,0,78,
USC00519281,6/2/15,0.02,68,
USC00511918,6/2/15,0,67,
USC00516128,6/2/15,0.27,72,
USC00519397,6/3/15,0,79,
USC00513117,6/3/15,,75,
USC00514830,6/3/15,0,75,
USC00519523,6/3/15,0,77,
USC00519281,6/3/15,0,71,
USC00511918,6/3/15,0,68,
USC00516128,6/3/15,0.01,72,
USC00519397,6/4/15,0,77,
USC00513117,6/4/15,0.27,72,
USC00514830,6/4/15,0.22,76,
USC00519523,6/4/15,0.07,75,
USC00519281,6/4/15,1.24,70,
USC00511918,6/4/15,0,68,
USC00516128,6/4/15,1.12,71,
USC00519397,6/5/15,0,79,
USC00513117,6/5/15,0,70,
USC00514830,6/5/15,0,78,
USC00519523,6/5/15,0.01,75,
USC00519281,6/5/15,0.06,68,
USC00511918,6/5/15,0,71,
USC00516128,6/5/15,0.16,76,
USC00519397,6/6/15,0,78,
USC00513117,6/6/15,0,76,
USC00514830,6/6/15,0,78,
USC00519523,6/6/15,0,80,
USC00519281,6/6/15,0,79,
USC00516128,6/6/15,0,71,
USC00519397,6/7/15,0,78,
USC00513117,6/7/15,0,78,
USC00519523,6/7/15,0,77,
USC00519281,6/7/15,0.07,75,
USC00516128,6/7/15,0.01,72,
USC00519397,6/8/15,0,78,
USC00513117,6/8/15,0.1,72,
USC00514830,6/8/15,,74,
USC00519523,6/8/15,0.01,77,
USC00519281,6/8/15,0.01,71,
USC00511918,6/8/15,,74,
USC00516128,6/8/15,0.34,70,
USC00519397,6/9/15,0,79,
USC00513117,6/9/15,0.05,74,
USC00514830,6/9/15,0,78,
USC00519523,6/9/15,0.01,77,
USC00519281,6/9/15,0.34,69,
USC00511918,6/9/15,0,69,
USC00516128,6/9/15,0.26,72,
USC00519397,6/10/15,0,77,
USC00513117,6/10/15,0.07,74,
USC00514830,6/10/15,0,77,
USC00517948,6/10/15,0.04,78,
USC00519523,6/10/15,0,80,
USC00519281,6/10/15,0.03,71,
USC00516128,6/10/15,0.04,72,
USC00519397,6/11/15,0,78,
USC00513117,6/11/15,0.1,72,
USC00514830,6/11/15,0,76,
USC00519523,6/11/15,0,76,
USC00519281,6/11/15,0.03,72,
USC00511918,6/11/15,,69,
USC00519397,6/12/15,0,78,
USC00513117,6/12/15,0,71,
USC00514830,6/12/15,0.03,78,
USC00517948,6/12/15,0,77,
USC00519523,6/12/15,0,78,
USC00519281,6/12/15,0.08,69,
USC00511918,6/12/15,0,66,
USC00516128,6/12/15,,71,
USC00519397,6/13/15,0,78,
USC00513117,6/13/15,0,79,
USC00519523,6/13/15,0,77,
USC00519281,6/13/15,0.01,72,
USC00516128,6/13/15,0,72,
USC00519397,6/14/15,0,78,
USC00513117,6/14/15,0.07,79,
USC00514830,6/14/15,,78,
USC00519523,6/14/15,0,79,
USC00519281,6/14/15,0.05,75,
USC00516128,6/14/15,0.47,69,
USC00519397,6/15/15,0,79,
USC00513117,6/15/15,0,76,
USC00514830,6/15/15,0,78,
USC00517948,6/15/15,,78,
USC00519523,6/15/15,0,79,
USC00519281,6/15/15,0.03,71,
USC00511918,6/15/15,,67,
USC00516128,6/15/15,0.67,70,
USC00519397,6/16/15,0,79,
USC00513117,6/16/15,0.14,75,
USC00514830,6/16/15,0,78,
USC00517948,6/16/15,0,79,
USC00519523,6/16/15,0,77,
USC00519281,6/16/15,0.01,72,
USC00511918,6/16/15,0.2,69,
USC00516128,6/16/15,0.94,73,
USC00519397,6/17/15,0.03,77,
USC00513117,6/17/15,0.25,72,
USC00514830,6/17/15,0.16,74,
USC00517948,6/17/15,0.01,77,
USC00519523,6/17/15,0.05,75,
USC00519281,6/17/15,0.15,70,
USC00511918,6/17/15,0,72,
USC00516128,6/17/15,0.48,70,
USC00519397,6/18/15,0,78,
USC00513117,6/18/15,0.14,74,
USC00514830,6/18/15,0.04,79,
USC00517948,6/18/15,0,79,
USC00519523,6/18/15,0.18,76,
USC00519281,6/18/15,0.45,71,
USC00511918,6/18/15,0,72,
USC00516128,6/18/15,0.54,72,
USC00519397,6/19/15,0.01,78,
USC00513117,6/19/15,0.02,76,
USC00514830,6/19/15,0.02,77,
USC00517948,6/19/15,0,80,
USC00519523,6/19/15,0,78,
USC00519281,6/19/15,0.19,72,
USC00511918,6/19/15,0,72,
USC00516128,6/19/15,0.69,72,
USC00519397,6/20/15,0.04,78,
USC00513117,6/20/15,0.04,76,
USC00514830,6/20/15,0.06,73,
USC00519523,6/20/15,0,78,
USC00519281,6/20/15,0.13,75,
USC00516128,6/20/15,0.13,71,
USC00519397,6/21/15,0,79,
USC00513117,6/21/15,0.01,77,
USC00514830,6/21/15,0,79,
USC00519523,6/21/15,0,80,
USC00519281,6/21/15,0.05,75,
USC00516128,6/21/15,0.1,73,
USC00519397,6/22/15,0,79,
USC00513117,6/22/15,0.01,75,
USC00514830,6/22/15,0.04,79,
USC00517948,6/22/15,,79,
USC00519523,6/22/15,0,78,
USC00519281,6/22/15,0.05,71,
USC00511918,6/22/15,,70,
USC00516128,6/22/15,0.19,72,
USC00519397,6/23/15,0.03,77,
USC00513117,6/23/15,0.03,76,
USC00514830,6/23/15,0.02,78,
USC00517948,6/23/15,0.04,78,
USC00519523,6/23/15,0.05,79,
USC00519281,6/23/15,0.03,73,
USC00511918,6/23/15,0,75,
USC00516128,6/23/15,0.31,73,
USC00519397,6/24/15,0.03,79,
USC00513117,6/24/15,0.14,75,
USC00514830,6/24/15,0.01,77,
USC00517948,6/24/15,0.09,79,
USC00519523,6/24/15,0,79,
USC00519281,6/24/15,0.17,71,
USC00511918,6/24/15,0,73,
USC00516128,6/24/15,0.78,72,
USC00519397,6/25/15,0.03,79,
USC00513117,6/25/15,0.2,75,
USC00514830,6/25/15,0.2,78,
USC00517948,6/25/15,,79,
USC00519523,6/25/15,0.14,77,
USC00519281,6/25/15,0.21,71,
USC00511918,6/25/15,0.01,70,
USC00516128,6/25/15,1.36,71,
USC00519397,6/26/15,0,79,
USC00513117,6/26/15,0.1,76,
USC00514830,6/26/15,0.11,78,
USC00519523,6/26/15,0,77,
USC00519281,6/26/15,0.02,74,
USC00511918,6/26/15,0.01,71,
USC00516128,6/26/15,0.4,70,
USC00519397,6/27/15,0,81,
USC00513117,6/27/15,0.06,76,
USC00514830,6/27/15,0.09,80,
USC00519523,6/27/15,0,81,
USC00519281,6/27/15,0.21,74,
USC00516128,6/27/15,0.17,75,
USC00519397,6/28/15,0,76,
USC00514830,6/28/15,0,80,
USC00519281,6/28/15,0.02,78,
USC00516128,6/28/15,0.16,72,
USC00519397,6/29/15,0,80,
USC00513117,6/29/15,,74,
USC00514830,6/29/15,0.11,79,
USC00517948,6/29/15,,79,
USC00519523,6/29/15,,75,
USC00519281,6/29/15,0.27,72,
USC00516128,6/29/15,1.62,70,
USC00519397,6/30/15,0,78,
USC00514830,6/30/15,1.1,74,
USC00517948,6/30/15,,81,
USC00519523,6/30/15,0,72,
USC00519281,6/30/15,0.16,69,
USC00516128,6/30/15,0,72,
USC00519397,7/1/15,0,79,
USC00514830,7/1/15,0,80,
USC00517948,7/1/15,,79,
USC00519523,7/1/15,0,71,
USC00519281,7/1/15,0.01,68,
USC00511918,7/1/15,,67,
USC00516128,7/1/15,0,75,
USC00519397,7/2/15,0,80,
USC00517948,7/2/15,0,81,
USC00519523,7/2/15,0,80,
USC00519281,7/2/15,0,68,
USC00516128,7/2/15,0,79,
USC00519397,7/3/15,0,82,
USC00519281,7/3/15,0.28,73,
USC00516128,7/3/15,0,76,
USC00519397,7/4/15,0,81,
USC00519281,7/4/15,0,77,
USC00516128,7/4/15,0,75,
USC00519397,7/5/15,0,81,
USC00519281,7/5/15,0,78,
USC00516128,7/5/15,0,74,
USC00519397,7/6/15,0,81,
USC00513117,7/6/15,0.01,78,
USC00514830,7/6/15,,81,
USC00517948,7/6/15,,80,
USC00519523,7/6/15,,80,
USC00519281,7/6/15,0,74,
USC00511918,7/6/15,,71,
USC00516128,7/6/15,0.04,74,
USC00519397,7/7/15,0,81,
USC00517948,7/7/15,,75,
USC00519523,7/7/15,0,82,
USC00519281,7/7/15,0.01,75,
USC00516128,7/7/15,0.13,74,
USC00519397,7/8/15,0.03,80,
USC00513117,7/8/15,,77,
USC00514830,7/8/15,,82,
USC00517948,7/8/15,,83,
USC00519523,7/8/15,0.26,79,
USC00519281,7/8/15,0.32,75,
USC00511918,7/8/15,,77,
USC00516128,7/8/15,1.26,73,
USC00519397,7/9/15,0,81,
USC00513117,7/9/15,0.05,79,
USC00517948,7/9/15,0.1,83,
USC00519523,7/9/15,0,79,
USC00519281,7/9/15,0.04,74,
USC00511918,7/9/15,0,76,
USC00516128,7/9/15,0.13,75,
USC00519397,7/10/15,0.01,81,
USC00513117,7/10/15,0.29,77,
USC00517948,7/10/15,,78,
USC00519523,7/10/15,0.3,78,
USC00519281,7/10/15,0.48,76,
USC00511918,7/10/15,0,73,
USC00516128,7/10/15,2.23,73,
USC00519397,7/11/15,0.02,79,
USC00513117,7/11/15,0.33,78,
USC00514830,7/11/15,,81,
USC00519523,7/11/15,0.22,77,
USC00519281,7/11/15,0.57,77,
USC00516128,7/11/15,1.57,76,
USC00519397,7/12/15,0.02,79,
USC00513117,7/12/15,0.3,77,
USC00514830,7/12/15,0.15,82,
USC00519523,7/12/15,0.43,78,
USC00519281,7/12/15,0.27,82,
USC00516128,7/12/15,0.49,78,
USC00519397,7/13/15,0,80,
USC00513117,7/13/15,0.2,79,
USC00514830,7/13/15,0.06,77,
USC00517948,7/13/15,,80,
USC00519523,7/13/15,0.06,78,
USC00519281,7/13/15,0.06,77,
USC00511918,7/13/15,,77,
USC00516128,7/13/15,2.59,74,
USC00519397,7/14/15,0.01,81,
USC00514830,7/14/15,0.11,79,
USC00517948,7/14/15,0.05,80,
USC00519523,7/14/15,0.05,78,
USC00519281,7/14/15,0.47,73,
USC00511918,7/14/15,0,75,
USC00516128,7/14/15,0.4,72,
USC00519397,7/15/15,0,81,
USC00513117,7/15/15,,77,
USC00514830,7/15/15,0.04,80,
USC00517948,7/15/15,0.08,79,
USC00519523,7/15/15,0,78,
USC00519281,7/15/15,0.23,73,
USC00511918,7/15/15,0,71,
USC00516128,7/15/15,0.68,74,
USC00519397,7/16/15,0,83,
USC00514830,7/16/15,0.21,76,
USC00517948,7/16/15,0.05,80,
USC00519523,7/16/15,0,78,
USC00519281,7/16/15,0.41,74,
USC00511918,7/16/15,0,75,
USC00516128,7/16/15,0.25,75,
USC00519397,7/17/15,0,83,
USC00513117,7/17/15,,78,
USC00514830,7/17/15,1.24,80,
USC00519523,7/17/15,0.13,79,
USC00519281,7/17/15,0.69,75,
USC00511918,7/17/15,0,75,
USC00516128,7/17/15,0.47,76,
USC00519397,7/18/15,0,82,
USC00513117,7/18/15,0.07,78,
USC00514830,7/18/15,0.01,81,
USC00519523,7/18/15,0,80,
USC00519281,7/18/15,0.27,83,
USC00516128,7/18/15,0.44,75,
USC00519397,7/19/15,0.05,78,
USC00513117,7/19/15,0.03,77,
USC00519523,7/19/15,0.11,82,
USC00519281,7/19/15,0.05,72,
USC00516128,7/19/15,0.74,72,
USC00519397,7/20/15,0,79,
USC00513117,7/20/15,0.03,77,
USC00514830,7/20/15,,80,
USC00519523,7/20/15,0,80,
USC00519281,7/20/15,0.01,71,
USC00519397,7/21/15,0,81,
USC00514830,7/21/15,0,81,
USC00519523,7/21/15,0,83,
USC00519281,7/21/15,0.26,73,
USC00511918,7/21/15,,72,
USC00516128,7/21/15,,74,
USC00519397,7/22/15,0.01,79,
USC00514830,7/22/15,0,80,
USC00519281,7/22/15,0.31,76,
USC00511918,7/22/15,0,77,
USC00516128,7/22/15,2.44,72,
USC00519397,7/23/15,0,81,
USC00514830,7/23/15,0,81,
USC00519523,7/23/15,,84,
USC00519281,7/23/15,0.02,74,
USC00511918,7/23/15,0,71,
USC00516128,7/23/15,0.07,75,
USC00519397,7/24/15,0,81,
USC00514830,7/24/15,0.03,80,
USC00519523,7/24/15,0.18,78,
USC00519281,7/24/15,0.03,75,
USC00511918,7/24/15,0,77,
USC00516128,7/24/15,0.25,75,
USC00519397,7/25/15,0,81,
USC00514830,7/25/15,0.2,81,
USC00519523,7/25/15,0,79,
USC00519281,7/25/15,0.1,78,
USC00516128,7/25/15,0.1,72,
USC00519397,7/26/15,0,80,
USC00514830,7/26/15,0,82,
USC00519523,7/26/15,0.03,77,
USC00519281,7/26/15,0,72,
USC00516128,7/26/15,0,73,
USC00519397,7/27/15,0,81,
USC00514830,7/27/15,0,81,
USC00519523,7/27/15,0,80,
USC00519281,7/27/15,0,75,
USC00511918,7/27/15,,72,
USC00516128,7/27/15,0.09,74,
USC00519397,7/28/15,0,81,
USC00514830,7/28/15,0,82,
USC00519523,7/28/15,0,80,
USC00519281,7/28/15,0.14,74,
USC00511918,7/28/15,0,74,
USC00516128,7/28/15,0.42,76,
USC00519397,7/29/15,0,82,
USC00514830,7/29/15,0,81,
USC00519523,7/29/15,0,81,
USC00519281,7/29/15,0.02,77,
USC00516128,7/29/15,0.12,77,
USC00519397,7/30/15,0,82,
USC00514830,7/30/15,0.01,80,
USC00517948,7/30/15,,83,
USC00519523,7/30/15,0,82,
USC00519281,7/30/15,0,74,
USC00511918,7/30/15,,78,
USC00516128,7/30/15,0.06,75,
USC00519397,7/31/15,0,80,
USC00517948,7/31/15,,83,
USC00519523,7/31/15,0,79,
USC00519281,7/31/15,0.01,77,
USC00511918,7/31/15,0,82,
USC00516128,7/31/15,0.11,75,
USC00519397,8/1/15,0.02,78,
USC00513117,8/1/15,0.05,79,
USC00519523,8/1/15,0.16,79,
USC00519281,8/1/15,0,78,
USC00516128,8/1/15,0.54,73,
USC00519397,8/2/15,0,81,
USC00513117,8/2/15,0.02,80,
USC00519523,8/2/15,0.01,84,
USC00519281,8/2/15,0.01,79,
USC00516128,8/2/15,0,76,
USC00519397,8/3/15,0,81,
USC00513117,8/3/15,0.02,81,
USC00517948,8/3/15,,83,
USC00519523,8/3/15,0,79,
USC00519281,8/3/15,0,75,
USC00511918,8/3/15,,85,
USC00516128,8/3/15,0.03,76,
USC00519397,8/4/15,0,77,
USC00513117,8/4/15,0,77,
USC00517948,8/4/15,,80,
USC00519523,8/4/15,0,78,
USC00519281,8/4/15,0.01,69,
USC00511918,8/4/15,0,84,
USC00516128,8/4/15,0,76,
USC00519397,8/5/15,0,82,
USC00513117,8/5/15,0.02,77,
USC00517948,8/5/15,,81,
USC00519523,8/5/15,0.1,81,
USC00519281,8/5/15,0.02,76,
USC00511918,8/5/15,0.1,76,
USC00516128,8/5/15,0.59,74,
USC00519397,8/6/15,0.1,81,
USC00513117,8/6/15,0.27,77,
USC00517948,8/6/15,,77,
USC00519523,8/6/15,0.13,80,
USC00519281,8/6/15,0.47,74,
USC00511918,8/6/15,0,76,
USC00516128,8/6/15,0.5,76,
USC00519397,8/7/15,0.14,80,
USC00513117,8/7/15,0.3,77,
USC00517948,8/7/15,0.05,81,
USC00519523,8/7/15,0,82,
USC00519281,8/7/15,0.02,73,
USC00516128,8/7/15,0.09,75,
USC00519397,8/8/15,0,82,
USC00513117,8/8/15,0.27,76,
USC00519523,8/8/15,0,82,
USC00519281,8/8/15,0.16,80,
USC00516128,8/8/15,0.01,77,
USC00519397,8/9/15,0,79,
USC00519523,8/9/15,0.09,77,
USC00519281,8/9/15,0.06,74,
USC00516128,8/9/15,0.54,73,
USC00519397,8/10/15,0.01,81,
USC00513117,8/10/15,0.01,79,
USC00517948,8/10/15,0,80,
USC00519523,8/10/15,0.01,80,
USC00519281,8/10/15,0.04,75,
USC00516128,8/10/15,0.41,75,
USC00519397,8/11/15,0,82,
USC00513117,8/11/15,0.02,79,
USC00514830,8/11/15,,79,
USC00517948,8/11/15,0,81,
USC00519523,8/11/15,0,81,
USC00519281,8/11/15,0.04,75,
USC00516128,8/11/15,0.23,73,
USC00519397,8/12/15,0,83,
USC00513117,8/12/15,0.09,79,
USC00514830,8/12/15,0,83,
USC00517948,8/12/15,0,81,
USC00519523,8/12/15,0,81,
USC00519281,8/12/15,0.01,76,
USC00516128,8/12/15,0.39,77,
USC00519397,8/13/15,0,83,
USC00513117,8/13/15,0.19,77,
USC00514830,8/13/15,0,80,
USC00517948,8/13/15,,79,
USC00519523,8/13/15,0.06,83,
USC00519281,8/13/15,0.07,76,
USC00511918,8/13/15,,76,
USC00516128,8/13/15,0.44,75,
USC00519397,8/14/15,0,82,
USC00513117,8/14/15,0.21,78,
USC00514830,8/14/15,0.09,80,
USC00517948,8/14/15,,81,
USC00519523,8/14/15,0,80,
USC00519281,8/14/15,0.43,75,
USC00511918,8/14/15,0,78,
USC00516128,8/14/15,0.92,74,
USC00519397,8/15/15,0.01,80,
USC00513117,8/15/15,0.02,83,
USC00514830,8/15/15,0.33,82,
USC00519523,8/15/15,0,81,
USC00519281,8/15/15,0.18,76,
USC00516128,8/15/15,1.28,73,
USC00519397,8/16/15,0,81,
USC00519523,8/16/15,0,81,
USC00519281,8/16/15,0.04,74,
USC00516128,8/16/15,0.29,75,
USC00519397,8/17/15,0.01,79,
USC00513117,8/17/15,0.51,74,
USC00514830,8/17/15,,81,
USC00517948,8/17/15,,82,
USC00519523,8/17/15,0.12,75,
USC00519281,8/17/15,0.24,78,
USC00511918,8/17/15,,73,
USC00516128,8/17/15,0.08,75,
USC00519397,8/18/15,0.06,78,
USC00513117,8/18/15,0.24,74,
USC00514830,8/18/15,0.2,81,
USC00517948,8/18/15,,80,
USC00519523,8/18/15,1.14,76,
USC00519281,8/18/15,0.89,76,
USC00516128,8/18/15,1.59,76,
USC00519397,8/19/15,,80,
USC00513117,8/19/15,0.02,76,
USC00514830,8/19/15,0.2,75,
USC00517948,8/19/15,,81,
USC00519523,8/19/15,0.42,75,
USC00519281,8/19/15,0.03,74,
USC00511918,8/19/15,,73,
USC00516128,8/19/15,0.08,76,
USC00519397,8/20/15,,78,
USC00513117,8/20/15,0.08,79,
USC00514830,8/20/15,0,81,
USC00517948,8/20/15,,81,
USC00519523,8/20/15,1.05,75,
USC00519281,8/20/15,0,72,
USC00511918,8/20/15,0.1,75,
USC00516128,8/20/15,0.11,77,
USC00519397,8/21/15,0,82,
USC00513117,8/21/15,0.05,83,
USC00514830,8/21/15,0,83,
USC00519281,8/21/15,1.62,77,
USC00516128,8/21/15,0.17,75,
USC00519397,8/22/15,0,84,
USC00513117,8/22/15,0.65,77,
USC00514830,8/22/15,0,83,
USC00519523,8/22/15,,82,
USC00519281,8/22/15,0.03,80,
USC00516128,8/22/15,0.11,79,
USC00519397,8/23/15,0.02,81,
USC00513117,8/23/15,0.33,73,
USC00514830,8/23/15,0.62,84,
USC00519523,8/23/15,0.07,81,
USC00519281,8/23/15,2.86,80,
USC00516128,8/23/15,0.43,75,
USC00519397,8/24/15,0.42,74,
USC00513117,8/24/15,0.23,76,
USC00514830,8/24/15,3.7,75,
USC00517948,8/24/15,,74,
USC00519523,8/24/15,3.43,74,
USC00519281,8/24/15,3.62,72,
USC00511918,8/24/15,,82,
USC00516128,8/24/15,4.81,72,
USC00519397,8/25/15,0.2,79,
USC00513117,8/25/15,0.52,76,
USC00514830,8/25/15,0.13,82,
USC00517948,8/25/15,,81,
USC00519523,8/25/15,0.12,80,
USC00519281,8/25/15,0.31,79,
USC00511918,8/25/15,1.3,79,
USC00516128,8/25/15,0.1,77,
USC00519397,8/26/15,0.62,77,
USC00513117,8/26/15,1.03,76,
USC00514830,8/26/15,0.11,81,
USC00517948,8/26/15,1.5,80,
USC00519523,8/26/15,0.5,76,
USC00519281,8/26/15,0.6,72,
USC00511918,8/26/15,0.8,76,
USC00516128,8/26/15,0.79,76,
USC00519397,8/27/15,0.62,77,
USC00513117,8/27/15,0,78,
USC00514830,8/27/15,0.05,80,
USC00517948,8/27/15,,83,
USC00519523,8/27/15,2.29,76,
USC00519281,8/27/15,2.96,75,
USC00511918,8/27/15,,84,
USC00516128,8/27/15,2.67,77,
USC00519397,8/28/15,0.06,81,
USC00513117,8/28/15,0,85,
USC00514830,8/28/15,0,83,
USC00517948,8/28/15,,83,
USC00519523,8/28/15,0.12,79,
USC00519281,8/28/15,0.05,77,
USC00511918,8/28/15,,86,
USC00516128,8/28/15,0.19,76,
USC00519397,8/29/15,0,82,
USC00513117,8/29/15,0.25,81,
USC00514830,8/29/15,0,85,
USC00519523,8/29/15,0,82,
USC00519281,8/29/15,0.01,82,
USC00516128,8/29/15,0,75,
